,total_sulfur_dioxide,chlorides,free_sulfur_dioxide,volatile_acidity,citric_acid,alcohol,residual_sugar
4976,1,2,0,0,2,1,0
4977,1,0,0,0,0,3,0
4978,2,0,0,4,0,3,0
4979,1,0,0,0,0,0,1
4980,2,0,1,4,0,2,0
4981,1,0,0,0,1,1,0
4982,0,0,0,0,1,1,4
4983,3,0,1,1,2,1,1
4984,2,0,2,1,3,4,3
4985,1,2,2,4,0,1,0
4986,2,0,0,1,0,3,4
4987,0,3,1,0,0,2,0
4988,1,0,0,0,4,2,0
4989,1,0,0,2,1,3,2
4990,4,1,0,0,0,0,4
4991,4,0,0,1,3,1,0
4992,2,0,0,0,0,0,3
4993,2,0,3,0,1,2,0
4994,2,0,0,0,1,1,1
4995,1,0,0,4,0,0,0
4996,4,0,0,0,3,0,0
4997,0,0,0,1,0,2,0
4998,1,0,0,0,0,2,0
4999,0,0,0,3,2,1,0
5000,2,0,3,0,2,3,4
5001,1,0,3,4,0,0,0
5002,0,4,0,0,4,0,4
5003,1,0,0,0,0,3,1
5004,2,0,0,0,2,4,0
5005,1,0,1,0,4,1,2
5006,4,4,0,1,3,0,0
5007,1,0,0,1,0,4,0
5008,2,0,0,0,0,0,3
5009,2,0,0,3,0,3,0
5010,1,0,0,0,1,1,0
5011,1,3,0,0,0,1,0
5012,0,0,4,4,0,0,4
5013,0,2,0,3,1,3,0
5014,0,0,0,0,1,0,0
5015,1,0,0,0,0,0,0
5016,2,0,0,0,0,1,1
5017,1,0,0,0,1,0,2
5018,1,4,0,1,0,3,0
5019,1,0,0,0,0,1,0
5020,1,1,2,0,2,0,0
5021,1,3,0,0,0,0,4
5022,4,0,0,2,0,1,4
5023,2,3,2,2,0,4,0
5024,1,0,0,1,0,1,3
5025,0,0,0,0,0,2,4
5026,1,0,0,4,1,1,4
5027,1,0,0,0,0,4,0
5028,1,0,1,1,0,1,0
5029,1,0,0,0,0,1,0
5030,0,0,0,1,1,2,4
5031,2,0,1,0,1,2,0
5032,0,0,0,2,0,3,4
5033,1,1,0,0,0,0,0
5034,1,0,0,2,0,1,0
5035,2,0,1,0,0,0,0
5036,0,0,0,1,3,0,1
5037,3,0,0,0,0,1,0
5038,2,0,0,0,1,0,0
5039,0,0,0,2,3,2,2
5040,1,2,0,0,3,3,0
5041,3,0,0,0,0,1,2
5042,0,0,0,1,0,1,0
5043,1,0,0,1,1,2,4
5044,0,0,0,0,4,1,0
5045,0,0,1,0,1,4,0
5046,0,1,0,1,0,1,0
5047,4,1,0,0,0,3,0
5048,1,0,0,0,0,1,0
5049,1,2,1,3,1,2,0
5050,0,0,3,1,0,1,0
5051,1,2,1,0,0,1,0
5052,1,1,0,0,3,1,1
5053,1,0,0,0,1,1,0
5054,0,0,0,2,0,2,2
5055,2,0,0,0,1,0,0
5056,1,0,4,0,0,1,1
5057,1,1,3,2,0,1,1
5058,1,3,4,0,0,1,0
5059,4,3,1,3,0,1,0
5060,2,0,3,1,1,1,0
5061,1,0,1,3,0,1,0
5062,4,0,1,0,3,1,0
5063,1,0,0,3,4,0,0
5064,1,0,0,1,2,1,3
5065,1,0,0,4,3,1,2
5066,3,3,2,0,0,2,0
5067,2,0,0,0,3,0,1
5068,3,3,1,0,0,0,4
5069,0,2,2,0,0,1,2
5070,2,0,4,0,0,3,0
5071,1,3,0,1,4,0,1
5072,0,1,0,1,1,2,1
5073,1,1,0,1,0,1,0
5074,1,0,2,0,1,4,0
5075,4,0,2,4,1,0,0
5076,2,0,0,0,0,4,0
5077,4,0,4,0,0,1,0
5078,1,1,2,0,3,2,0
5079,1,0,0,0,0,1,0
5080,0,0,0,3,0,1,0
5081,2,0,0,1,2,2,1
5082,0,0,0,1,4,0,0
5083,2,3,0,0,0,0,0
5084,1,0,0,0,1,2,0
5085,3,0,3,0,4,1,0
5086,0,0,2,0,0,3,0
5087,1,4,0,0,0,1,0
5088,3,0,0,1,3,3,0
5089,1,0,0,1,0,3,0
5090,0,0,0,2,4,1,0
5091,0,0,0,0,1,2,0
5092,1,0,0,0,1,1,0
5093,1,0,0,1,0,3,0
5094,1,0,0,0,0,3,0
5095,2,1,0,4,1,2,0
5096,2,0,2,1,0,3,0
5097,0,0,0,0,0,3,0
5098,1,0,0,0,0,0,0
5099,2,0,0,0,0,1,0
5100,2,0,3,0,2,1,0
5101,2,0,0,0,1,1,0
5102,1,0,1,0,1,0,1
5103,1,0,0,1,0,4,1
5104,1,0,0,1,0,1,1
5105,1,0,1,3,0,1,0
5106,1,0,0,0,2,2,0
5107,3,3,0,3,0,0,0
5108,2,0,0,1,0,4,0
5109,2,4,0,0,4,1,4
5110,2,4,0,1,2,3,0
5111,2,1,0,0,4,0,1
5112,2,3,1,4,1,1,1
5113,1,3,2,3,0,1,0
5114,2,0,0,4,0,0,0
5115,1,0,3,0,0,1,0
5116,4,2,0,2,1,1,0
5117,0,0,2,0,0,1,0
5118,1,3,0,1,0,1,0
5119,0,0,1,3,1,1,0
5120,1,0,1,1,1,4,2
5121,1,0,0,0,3,0,0
5122,3,1,0,0,0,0,0
5123,1,0,0,0,0,1,0
5124,1,0,0,4,1,2,2
5125,1,0,2,0,0,1,0
5126,0,1,0,0,1,0,0
5127,1,2,0,0,1,1,0
5128,0,0,0,0,2,2,0
5129,1,0,0,0,0,2,0
5130,0,0,0,1,4,2,0
5131,0,0,0,2,0,4,0
5132,1,0,0,0,0,2,2
5133,3,0,0,1,0,1,4
5134,0,4,0,1,2,3,0
5135,0,0,0,2,0,1,0
5136,2,0,0,1,1,2,0
5137,0,0,0,2,0,3,0
5138,0,1,2,0,1,0,0
5139,0,0,0,0,0,1,0
5140,1,0,1,1,0,1,3
5141,1,0,0,0,1,0,0
5142,4,1,1,1,3,2,0
5143,3,3,0,0,1,3,0
5144,0,0,4,1,4,1,3
5145,3,0,4,0,0,2,0
5146,1,0,0,0,1,0,0
5147,1,0,0,2,0,3,0
5148,3,0,1,4,1,0,0
5149,1,0,0,2,4,2,0
5150,0,3,0,1,0,0,0
5151,1,0,0,0,0,1,0
5152,0,0,0,3,1,2,0
5153,3,0,0,0,0,1,3
5154,1,0,0,0,0,3,0
5155,1,2,0,0,1,2,0
5156,0,0,0,1,1,1,0
5157,1,0,0,0,0,2,0
5158,1,0,3,0,0,3,0
5159,1,0,0,0,0,1,0
5160,1,3,0,4,0,2,3
5161,2,0,0,0,4,0,1
5162,3,0,0,0,1,3,0
5163,0,0,0,1,0,4,0
5164,2,3,1,0,0,0,2
5165,1,0,2,2,0,1,0
5166,4,0,4,3,1,0,1
5167,3,0,0,0,3,1,0
5168,1,4,0,0,0,2,0
5169,1,2,0,1,4,2,0
5170,2,0,0,1,4,1,0
5171,0,4,0,0,0,1,0
5172,1,0,0,0,0,2,0
5173,1,1,0,0,0,4,2
5174,1,0,4,1,0,2,0
5175,0,0,0,0,1,2,0
5176,0,0,0,0,4,1,0
5177,0,0,0,1,0,3,0
5178,0,0,3,3,1,2,0
5179,2,0,0,0,0,2,0
5180,1,0,0,4,1,1,0
5181,1,0,4,0,0,3,3
5182,1,3,3,0,1,1,0
5183,4,0,0,2,0,2,0
5184,2,4,0,1,0,4,0
5185,1,0,0,0,1,1,1
5186,0,0,0,2,0,0,1
5187,1,0,0,0,2,1,2
5188,1,0,0,2,1,0,0
5189,2,0,0,2,0,4,0
5190,2,1,1,0,0,1,0
5191,2,0,0,0,1,1,0
5192,1,0,0,0,0,1,0
5193,2,1,0,0,0,1,0
5194,0,0,0,1,0,1,1
5195,0,0,0,1,3,3,0
5196,1,0,2,0,1,2,1
5197,1,4,0,0,0,3,0
5198,1,0,0,0,1,2,0
5199,1,4,0,0,4,0,1
5200,0,2,0,2,0,1,0
5201,1,4,0,0,0,0,0
5202,0,1,0,2,0,2,0
5203,1,2,0,0,2,1,2
5204,3,0,2,0,3,1,0
5205,3,1,1,0,0,3,0
5206,0,0,0,2,0,1,0
5207,0,0,0,0,1,1,1
5208,0,0,0,1,3,0,0
5209,2,0,0,1,1,1,0
5210,0,0,0,1,4,1,0
5211,1,3,0,0,1,1,4
5212,0,3,3,1,0,1,0
5213,0,0,0,1,0,1,0
5214,4,0,1,0,0,3,0
5215,1,0,0,0,1,0,0
5216,1,0,0,0,1,3,0
5217,4,0,3,1,1,1,0
5218,1,0,0,0,1,1,1
5219,2,2,0,0,4,2,0
5220,1,0,0,0,1,3,0
5221,4,4,1,0,0,1,1
5222,0,0,0,2,1,3,2
5223,1,0,0,0,0,1,4
5224,1,0,0,0,0,3,0
5225,0,0,0,3,0,2,0
5226,3,0,0,0,1,3,0
5227,0,0,0,1,1,4,0
5228,2,0,0,4,3,1,0
5229,0,3,0,1,4,1,1
5230,1,0,0,0,2,0,0
5231,4,0,0,0,1,1,0
5232,1,1,0,0,1,4,0
5233,3,0,0,2,0,1,0
5234,1,4,0,3,1,1,1
5235,1,1,0,0,1,2,0
5236,2,0,0,0,1,1,0
5237,3,0,2,0,4,1,3
5238,0,0,2,1,0,2,0
5239,4,0,1,1,0,1,0
5240,0,0,0,3,0,1,2
5241,1,0,4,0,1,0,1
5242,1,0,1,0,0,3,0
5243,0,0,0,4,0,3,0
5244,2,0,0,0,2,2,0
5245,1,0,0,4,4,1,0
5246,4,0,0,2,0,1,3
5247,3,0,0,0,1,3,0
5248,0,1,3,4,0,0,0
5249,1,3,0,0,4,0,1
5250,2,0,0,0,4,0,0
5251,1,4,0,0,0,1,1
5252,1,0,0,1,0,3,0
5253,1,3,0,0,0,3,0
5254,1,0,0,0,4,2,0
5255,1,0,0,3,0,2,0
5256,4,0,1,0,0,4,0
5257,2,0,0,4,0,0,0
5258,1,1,0,2,3,3,0
5259,1,0,0,0,0,3,0
5260,0,0,2,3,0,2,0
5261,1,4,0,4,0,0,3
5262,0,0,2,0,1,2,0
