,alcohol,chlorides,free_sulfur_dioxide,sulphates,density,volatile_acidity,citric_acid
4977,0,3,2,1,3,2,0
4978,3,1,1,0,3,0,2
4979,2,0,0,0,1,2,3
4980,0,4,2,4,2,2,0
4981,2,3,3,0,3,2,4
4982,1,3,0,0,1,0,1
4983,0,0,4,4,0,0,4
4984,1,1,4,1,1,1,0
4985,2,0,1,2,2,3,4
4986,2,0,2,4,1,3,4
4987,4,0,3,3,1,1,0
4988,0,3,2,1,3,3,2
4989,0,0,4,3,3,2,0
4990,1,4,2,0,1,0,1
4991,0,1,1,1,0,0,0
4992,2,4,0,3,4,4,0
4993,3,4,2,2,0,3,1
4994,4,1,0,2,4,1,4
4995,2,2,4,1,3,3,0
4996,0,2,0,2,0,0,3
4997,4,0,4,1,2,3,0
4998,2,3,4,4,0,0,0
4999,2,1,0,0,4,1,4
5000,1,0,0,0,1,3,2
5001,3,1,0,3,4,4,1
5002,2,0,0,0,2,0,3
5003,2,0,1,0,3,0,1
5004,2,1,0,3,0,0,4
5005,2,1,1,2,0,0,4
5006,0,0,4,4,4,2,4
5007,2,4,0,0,3,2,0
5008,0,4,0,2,1,0,3
5009,0,3,1,1,2,3,3
5010,3,0,4,0,0,0,3
5011,2,4,1,1,1,4,0
5012,2,4,1,1,4,0,4
5013,1,2,3,1,0,4,3
5014,0,0,0,0,4,0,3
5015,4,4,0,1,0,1,1
5016,0,1,3,0,4,4,1
5017,4,3,3,3,1,0,1
5018,0,4,1,4,3,0,2
5019,0,3,4,3,3,0,1
5020,0,2,0,2,1,1,2
5021,4,1,2,0,0,2,0
5022,1,1,0,0,1,0,4
5023,4,0,2,0,1,1,4
5024,0,0,0,1,2,0,2
5025,3,0,4,3,1,0,1
5026,0,3,2,1,4,0,4
5027,0,4,4,0,0,3,1
5028,1,0,1,0,0,0,3
5029,4,2,0,1,1,3,1
5030,0,3,1,0,1,1,1
5031,1,2,0,2,3,0,1
5032,3,2,4,2,0,4,2
5033,0,1,0,2,4,4,2
5034,4,2,3,2,0,4,3
5035,1,3,1,2,4,1,0
5036,3,3,1,0,1,4,0
5037,2,3,1,2,0,0,4
5038,2,0,0,1,3,1,2
5039,4,0,2,0,0,2,1
5040,3,1,2,4,3,0,2
5041,4,1,4,1,4,2,0
5042,0,0,1,2,0,0,3
5043,0,2,1,2,1,2,4
5044,3,3,0,3,2,0,1
5045,2,0,2,0,4,1,0
5046,2,2,4,2,0,4,2
5047,2,2,4,2,2,4,4
5048,4,0,0,0,4,0,2
5049,1,2,0,0,1,1,4
5050,0,3,0,3,0,1,3
5051,4,0,0,0,3,0,0
5052,0,0,1,4,1,0,4
5053,4,1,0,1,1,0,1
5054,2,0,3,3,3,0,3
5055,2,0,3,2,4,3,3
5056,1,4,0,4,1,1,1
5057,2,0,2,1,0,2,0
5058,0,4,1,1,1,2,0
5059,0,0,2,4,3,0,0
5060,2,2,4,2,2,2,2
5061,3,4,4,0,0,3,0
5062,2,2,1,1,0,1,0
5063,0,0,0,0,2,0,4
5064,0,2,4,0,2,0,3
5065,4,2,2,3,1,4,3
5066,0,2,0,4,4,2,1
5067,2,0,2,0,4,4,2
5068,1,0,1,2,0,0,1
5069,2,4,4,3,0,0,2
5070,3,0,0,4,4,1,3
5071,3,3,4,2,0,0,4
5072,4,3,1,0,0,1,3
5073,3,4,2,1,1,1,2
5074,2,2,3,3,1,3,2
5075,1,4,1,0,3,0,3
5076,2,0,4,1,3,1,4
5077,2,0,1,4,3,2,2
5078,1,3,2,3,3,0,1
5079,0,0,3,1,0,3,4
5080,2,4,0,2,0,0,1
5081,0,3,4,1,2,0,0
5082,1,0,3,1,1,4,3
5083,1,0,1,1,0,4,1
5084,3,1,0,4,2,2,2
5085,4,4,1,0,4,4,0
5086,0,1,0,1,3,0,0
5087,3,4,1,4,0,4,4
5088,2,1,0,0,0,4,3
5089,3,1,3,1,3,0,1
5090,0,1,2,0,0,0,3
5091,3,0,0,2,2,3,1
5092,3,4,2,2,0,2,3
5093,3,0,2,0,0,2,0
5094,3,3,4,2,2,0,2
5095,1,2,0,2,3,1,3
5096,2,0,2,0,1,0,1
5097,2,0,3,0,3,0,2
5098,1,0,4,2,2,2,4
5099,0,0,2,3,3,0,0
5100,3,2,2,4,3,4,3
5101,0,4,0,3,0,4,0
5102,1,2,3,2,2,1,2
5103,0,3,1,3,4,3,1
5104,1,0,2,1,0,0,1
5105,1,3,2,3,1,1,1
5106,1,3,4,3,0,4,0
5107,0,1,2,2,1,3,3
5108,2,1,2,0,2,2,3
5109,2,0,2,0,2,0,3
5110,4,1,1,0,1,3,3
5111,0,4,3,3,2,4,4
5112,4,4,0,3,0,0,1
5113,1,2,3,0,1,0,2
5114,4,3,0,1,0,2,2
5115,4,0,1,2,2,1,1
5116,1,2,1,3,2,4,0
5117,2,4,2,1,3,2,0
5118,0,0,2,1,3,1,1
5119,4,0,0,0,3,1,3
5120,2,1,2,1,0,2,0
5121,1,2,2,4,1,2,4
5122,2,0,2,0,1,0,1
5123,1,3,0,1,4,1,3
5124,2,2,0,0,0,0,4
5125,4,4,0,2,3,2,0
5126,1,0,4,1,0,0,3
5127,3,4,3,4,2,1,3
5128,1,4,1,0,2,0,0
5129,2,4,0,0,2,0,1
5130,1,2,4,1,4,4,0
5131,3,0,4,0,0,2,0
5132,2,4,1,2,4,4,2
5133,2,1,4,0,1,2,2
5134,3,2,1,1,3,2,1
5135,3,0,0,3,2,4,0
5136,1,0,3,3,2,0,4
5137,4,2,0,2,1,3,3
5138,1,4,3,0,2,3,1
5139,0,4,0,3,2,4,4
5140,2,2,2,3,1,0,0
5141,3,2,1,1,3,0,2
5142,2,1,0,3,0,0,2
5143,2,1,1,1,1,4,2
5144,1,2,0,1,3,0,0
5145,2,1,2,2,4,3,2
5146,0,1,1,2,2,4,2
5147,1,0,1,1,0,1,1
5148,1,0,3,0,4,3,3
5149,0,2,1,1,2,0,3
5150,0,4,1,0,0,3,3
5151,2,2,2,0,2,3,3
5152,1,0,1,0,0,0,1
5153,1,3,1,2,2,3,4
5154,3,3,1,1,1,2,4
5155,1,3,1,2,3,1,3
5156,2,0,3,3,4,3,0
5157,1,2,4,0,0,4,3
5158,1,2,0,0,0,3,2
5159,4,4,0,0,3,0,4
5160,2,2,2,1,4,0,4
5161,2,1,0,2,1,1,0
5162,2,2,2,3,0,4,3
5163,4,3,4,2,1,4,1
5164,1,0,2,1,1,1,0
5165,2,2,2,2,1,0,3
5166,4,1,3,0,4,4,1
5167,4,2,0,3,0,3,0
5168,1,4,0,0,0,0,2
5169,3,2,3,1,3,2,3
5170,1,1,0,1,3,1,1
5171,0,0,4,0,0,1,0
5172,3,0,2,1,0,1,0
5173,2,2,0,2,2,4,0
5174,3,3,1,4,0,2,1
5175,2,4,0,4,2,1,1
5176,0,0,3,3,1,1,2
5177,2,0,4,1,0,2,0
5178,1,2,4,0,0,0,3
5179,2,2,1,3,0,3,0
5180,2,2,0,0,2,4,1
5181,4,0,1,0,0,4,0
5182,3,3,2,1,4,1,1
5183,0,0,2,2,4,0,0
5184,4,4,1,4,3,2,3
5185,4,0,1,3,1,1,1
5186,3,0,0,0,4,0,4
5187,1,1,4,4,4,4,4
5188,2,3,0,3,3,2,0
5189,0,3,3,3,3,4,0
5190,3,2,0,0,3,0,1
5191,2,3,3,1,4,2,0
5192,3,0,1,0,4,1,1
5193,1,3,4,1,0,2,0
5194,4,0,3,2,0,0,0
5195,1,1,3,1,2,0,2
5196,2,0,4,2,4,2,4
5197,3,0,3,1,4,3,0
5198,1,4,0,1,1,2,4
5199,2,2,0,3,1,2,3
5200,1,3,2,2,1,1,0
5201,2,3,3,1,4,1,0
5202,3,4,3,0,0,0,2
5203,0,3,4,0,4,4,3
5204,1,0,1,4,3,4,0
5205,1,4,3,4,2,1,1
5206,4,0,2,4,3,4,1
5207,1,2,3,1,1,0,0
5208,0,0,3,1,0,1,1
5209,4,4,2,2,4,4,0
5210,1,4,3,2,1,0,2
5211,0,1,1,2,2,0,1
5212,1,1,4,2,3,2,4
5213,3,3,3,2,3,1,0
5214,4,2,0,1,2,0,0
5215,1,2,2,3,4,1,1
5216,0,4,3,1,3,4,2
5217,1,0,1,4,2,4,0
5218,0,1,4,0,1,2,0
5219,3,3,1,4,1,2,1
5220,1,1,0,3,4,1,2
5221,3,2,4,3,0,3,2
5222,2,4,3,2,2,2,4
5223,2,0,0,1,0,0,2
5224,4,1,4,0,4,4,4
5225,3,0,4,4,0,4,4
5226,4,2,0,1,0,3,2
5227,4,2,3,0,0,4,1
5228,0,4,4,1,4,4,3
5229,1,0,2,1,1,1,1
5230,3,1,4,0,0,0,0
5231,4,3,4,1,0,3,1
5232,1,1,4,3,0,3,4
5233,2,1,1,4,2,2,2
5234,0,3,0,1,2,4,0
5235,0,1,0,3,4,4,3
5236,0,0,1,4,0,0,3
5237,3,1,4,2,1,0,3
5238,1,2,0,0,2,1,0
5239,1,0,2,0,3,2,2
5240,3,3,3,2,1,0,0
5241,2,4,3,3,0,2,0
5242,1,3,3,1,4,1,4
5243,2,0,0,1,1,0,2
5244,4,1,1,3,1,1,4
5245,4,2,1,2,0,1,0
5246,2,2,1,1,3,0,4
5247,1,3,1,3,1,3,4
5248,0,4,0,3,2,0,2
5249,3,4,1,1,3,1,3
5250,0,1,2,4,0,0,0
5251,2,1,4,0,1,2,3
5252,1,0,2,4,3,2,2
5253,1,0,4,1,2,3,0
5254,2,2,4,1,0,3,4
5255,4,3,0,1,2,4,1
5256,1,4,3,0,2,4,2
5257,1,3,1,1,2,3,4
5258,3,1,4,4,0,0,1
5259,0,0,0,4,4,0,0
5260,3,1,1,2,1,2,2
5261,0,4,0,1,4,4,0
